ID,location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
6581,Latvia,14/05/2021,80+,30.86,14.46
6582,Latvia,21/05/2021,18-24,20.14,4.54
6583,Latvia,21/05/2021,25-49,25.72,8.19
6584,Latvia,21/05/2021,50-59,28.07,11.55
6585,Latvia,21/05/2021,60-69,34.91,15.57
6586,Latvia,21/05/2021,70-79,39.96,23.05
6587,Latvia,21/05/2021,80+,32.23,19.13
6588,Latvia,28/05/2021,18-24,24.51,9.23
6589,Latvia,28/05/2021,25-49,29.01,13.6
6590,Latvia,28/05/2021,50-59,30.92,16.28
6591,Latvia,28/05/2021,60-69,37.08,20.56
6592,Latvia,28/05/2021,70-79,41.49,28.65
6593,Latvia,28/05/2021,80+,33.39,23.63
6594,Latvia,4/06/2021,18-24,28.32,15.48
6595,Latvia,4/06/2021,25-49,31.3,20.26
6596,Latvia,4/06/2021,50-59,32.92,22.06
6597,Latvia,4/06/2021,60-69,38.76,25.18
6598,Latvia,4/06/2021,70-79,42.75,33.19
6599,Latvia,4/06/2021,80+,34.43,27.23
6600,Latvia,11/06/2021,18-24,31.81,19.73
6601,Latvia,11/06/2021,25-49,33.5,24.71
6602,Latvia,11/06/2021,50-59,34.9,26.44
6603,Latvia,11/06/2021,60-69,40.43,30.13
6604,Latvia,11/06/2021,70-79,43.99,37.05
6605,Latvia,11/06/2021,80+,35.39,30.34
6606,Latvia,18/06/2021,18-24,34.43,24.49
6607,Latvia,18/06/2021,25-49,35.35,28.73
6608,Latvia,18/06/2021,50-59,36.68,30.37
6609,Latvia,18/06/2021,60-69,41.92,34.41
6610,Latvia,18/06/2021,70-79,45.11,40.17
6611,Latvia,18/06/2021,80+,36.25,32.8
6612,Latvia,25/06/2021,18-24,35.27,26.72
6613,Latvia,25/06/2021,25-49,35.98,30.36
6614,Latvia,25/06/2021,50-59,37.24,31.98
6615,Latvia,25/06/2021,60-69,42.41,36.28
6616,Latvia,25/06/2021,70-79,45.46,41.32
6617,Latvia,25/06/2021,80+,36.46,33.67
6618,Latvia,2/07/2021,18-24,37.61,32.22
6619,Latvia,2/07/2021,25-49,37.67,34.26
6620,Latvia,2/07/2021,50-59,39.02,35.69
6621,Latvia,2/07/2021,60-69,44,40.59
6622,Latvia,2/07/2021,70-79,46.55,43.75
6623,Latvia,2/07/2021,80+,37.29,35.57
6624,Latvia,9/07/2021,18-24,39.95,35.98
6625,Latvia,9/07/2021,25-49,39.48,37
6626,Latvia,9/07/2021,50-59,40.87,38.25
6627,Latvia,9/07/2021,60-69,45.64,42.79
6628,Latvia,9/07/2021,70-79,47.64,45.27
6629,Latvia,9/07/2021,80+,38.03,36.78
6630,Latvia,16/07/2021,18-24,42.13,37.73
6631,Latvia,16/07/2021,25-49,41.11,38.41
6632,Latvia,16/07/2021,50-59,42.58,39.66
6633,Latvia,16/07/2021,60-69,47.05,43.99
6634,Latvia,16/07/2021,70-79,48.46,46.03
6635,Latvia,16/07/2021,80+,38.62,37.43
6636,Latvia,23/07/2021,18-24,44.01,39.72
6637,Latvia,23/07/2021,25-49,42.56,39.8
6638,Latvia,23/07/2021,50-59,44.09,41.06
6639,Latvia,23/07/2021,60-69,48.3,45.27
6640,Latvia,23/07/2021,70-79,49.3,46.89
6641,Latvia,23/07/2021,80+,39.18,38.09
6642,Latvia,30/07/2021,18-24,45.73,41.37
6643,Latvia,30/07/2021,25-49,43.85,41.01
6644,Latvia,30/07/2021,50-59,45.38,42.23
6645,Latvia,30/07/2021,60-69,49.42,46.43
6646,Latvia,30/07/2021,70-79,50,47.68
6647,Latvia,30/07/2021,80+,39.7,38.61
6648,Latvia,6/08/2021,18-24,47.27,42.84
6649,Latvia,6/08/2021,25-49,45.03,41.99
6650,Latvia,6/08/2021,50-59,46.68,43.25
6651,Latvia,6/08/2021,60-69,50.5,47.38
6652,Latvia,6/08/2021,70-79,50.68,48.23
6653,Latvia,6/08/2021,80+,40.26,39.01
6654,Latvia,13/08/2021,18-24,48.81,44.18
6655,Latvia,13/08/2021,25-49,46.23,42.94
6656,Latvia,13/08/2021,50-59,47.95,44.28
6657,Latvia,13/08/2021,60-69,51.6,48.26
6658,Latvia,13/08/2021,70-79,51.43,48.89
6659,Latvia,13/08/2021,80+,40.85,39.5
6660,Latvia,20/08/2021,18-24,50.62,45.66
6661,Latvia,20/08/2021,25-49,47.33,43.93
6662,Latvia,20/08/2021,50-59,49.14,45.37
6663,Latvia,20/08/2021,60-69,52.6,49.23
6664,Latvia,20/08/2021,70-79,52.08,49.51
6665,Latvia,20/08/2021,80+,41.37,40.04
6666,Latvia,27/08/2021,18-24,52.51,46.95
6667,Latvia,27/08/2021,25-49,48.43,44.86
6668,Latvia,27/08/2021,50-59,50.28,46.46
6669,Latvia,27/08/2021,60-69,53.52,50.16
6670,Latvia,27/08/2021,70-79,52.67,50.1
6671,Latvia,27/08/2021,80+,41.83,40.51
6672,Latvia,3/09/2021,18-24,54.38,48.27
6673,Latvia,3/09/2021,25-49,49.4,45.78
6674,Latvia,3/09/2021,50-59,51.21,47.46
6675,Latvia,3/09/2021,60-69,54.29,51.06
6676,Latvia,3/09/2021,70-79,53.2,50.73
6677,Latvia,3/09/2021,80+,42.27,40.95
6678,Latvia,10/09/2021,18-24,55.84,49.71
6679,Latvia,10/09/2021,25-49,50.37,46.64
6680,Latvia,10/09/2021,50-59,52.13,48.34
6681,Latvia,10/09/2021,60-69,55.12,51.82
6682,Latvia,10/09/2021,70-79,53.88,51.25
6683,Latvia,10/09/2021,80+,42.75,41.32
6684,Latvia,17/09/2021,18-24,56.91,51.46
6685,Latvia,17/09/2021,25-49,51.3,47.62
6686,Latvia,17/09/2021,50-59,53.09,49.36
6687,Latvia,17/09/2021,60-69,56.06,52.68
6688,Latvia,17/09/2021,70-79,54.63,51.88
6689,Latvia,17/09/2021,80+,43.35,41.78
6690,Latvia,24/09/2021,18-24,58.43,53.79
6691,Latvia,24/09/2021,25-49,52.92,49.21
6692,Latvia,24/09/2021,50-59,54.61,50.84
6693,Latvia,24/09/2021,60-69,57.42,53.89
6694,Latvia,24/09/2021,70-79,55.66,52.71
6695,Latvia,24/09/2021,80+,44.15,42.52
6696,Latvia,1/10/2021,18-24,60.18,56.02
6697,Latvia,1/10/2021,25-49,54.84,51.14
6698,Latvia,1/10/2021,50-59,56.45,52.71
6699,Latvia,1/10/2021,60-69,59.08,55.52
6700,Latvia,1/10/2021,70-79,56.87,53.95
6701,Latvia,1/10/2021,80+,45.02,43.44
6702,Latvia,8/10/2021,18-24,62.23,58.02
6703,Latvia,8/10/2021,25-49,57.3,53.23
6704,Latvia,8/10/2021,50-59,58.83,54.73
6705,Latvia,8/10/2021,60-69,61.03,57.26
6706,Latvia,8/10/2021,70-79,58.03,55.1
6707,Latvia,8/10/2021,80+,45.92,44.44
6708,Latvia,15/10/2021,18-24,65.6,60.12
6709,Latvia,15/10/2021,25-49,61.58,55.82
6710,Latvia,15/10/2021,50-59,63.08,57.38
6711,Latvia,15/10/2021,60-69,64.5,59.41
6712,Latvia,15/10/2021,70-79,59.95,56.46
6713,Latvia,15/10/2021,80+,47.34,45.41
6714,Liechtenstein,27/12/2020,0-9,0,0
6715,Liechtenstein,27/12/2020,Oct-19,0,0
6716,Liechtenstein,27/12/2020,20-29,0,0
6717,Liechtenstein,27/12/2020,30-39,0,0
6718,Liechtenstein,27/12/2020,40-49,0,0
6719,Liechtenstein,27/12/2020,50-59,0,0
6720,Liechtenstein,27/12/2020,60-69,0,0
6721,Liechtenstein,27/12/2020,70-79,0,0
6722,Liechtenstein,27/12/2020,80+,0,0
6723,Liechtenstein,3/01/2021,0-9,0,0
6724,Liechtenstein,3/01/2021,Oct-19,0,0
6725,Liechtenstein,3/01/2021,20-29,0,0
6726,Liechtenstein,3/01/2021,30-39,0,0
6727,Liechtenstein,3/01/2021,40-49,0,0
6728,Liechtenstein,3/01/2021,50-59,0,0
6729,Liechtenstein,3/01/2021,60-69,0,0
6730,Liechtenstein,3/01/2021,70-79,0,0
6731,Liechtenstein,3/01/2021,80+,0,0
6732,Liechtenstein,10/01/2021,0-9,0,0
6733,Liechtenstein,10/01/2021,Oct-19,0,0
6734,Liechtenstein,10/01/2021,20-29,0,0
6735,Liechtenstein,10/01/2021,30-39,0.04,0
6736,Liechtenstein,10/01/2021,40-49,0,0
6737,Liechtenstein,10/01/2021,50-59,0.02,0
6738,Liechtenstein,10/01/2021,60-69,0,0
6739,Liechtenstein,10/01/2021,70-79,0,0
6740,Liechtenstein,10/01/2021,80+,0.19,0
6741,Liechtenstein,17/01/2021,0-9,0,0
6742,Liechtenstein,17/01/2021,Oct-19,0,0
6743,Liechtenstein,17/01/2021,20-29,0.07,0
6744,Liechtenstein,17/01/2021,30-39,0.12,0
6745,Liechtenstein,17/01/2021,40-49,0.06,0
6746,Liechtenstein,17/01/2021,50-59,0.17,0
6747,Liechtenstein,17/01/2021,60-69,0.12,0
6748,Liechtenstein,17/01/2021,70-79,0.29,0
6749,Liechtenstein,17/01/2021,80+,0.44,0
6750,Liechtenstein,24/01/2021,0-9,0,0
6751,Liechtenstein,24/01/2021,Oct-19,0.05,0
6752,Liechtenstein,24/01/2021,20-29,0.38,0
6753,Liechtenstein,24/01/2021,30-39,0.58,0
6754,Liechtenstein,24/01/2021,40-49,0.52,0
6755,Liechtenstein,24/01/2021,50-59,1.06,0
6756,Liechtenstein,24/01/2021,60-69,1,0
6757,Liechtenstein,24/01/2021,70-79,1.94,0
6758,Liechtenstein,24/01/2021,80+,7.4,0
6759,Liechtenstein,31/01/2021,0-9,0,0
6760,Liechtenstein,31/01/2021,Oct-19,0.26,0
6761,Liechtenstein,31/01/2021,20-29,1.14,0
6762,Liechtenstein,31/01/2021,30-39,1.26,0
6763,Liechtenstein,31/01/2021,40-49,2.12,0
6764,Liechtenstein,31/01/2021,50-59,2.66,0
6765,Liechtenstein,31/01/2021,60-69,2.51,0
6766,Liechtenstein,31/01/2021,70-79,3.54,0
6767,Liechtenstein,31/01/2021,80+,9.76,0
6768,Liechtenstein,7/02/2021,0-9,0,0
6769,Liechtenstein,7/02/2021,Oct-19,0.26,0
6770,Liechtenstein,7/02/2021,20-29,1.23,0.04
6771,Liechtenstein,7/02/2021,30-39,1.3,0
6772,Liechtenstein,7/02/2021,40-49,2.23,0.06
6773,Liechtenstein,7/02/2021,50-59,2.84,0.12
6774,Liechtenstein,7/02/2021,60-69,2.87,0.1
6775,Liechtenstein,7/02/2021,70-79,4.38,0.29
6776,Liechtenstein,7/02/2021,80+,10.01,0.25
6777,Liechtenstein,14/02/2021,0-9,0,0
6778,Liechtenstein,14/02/2021,Oct-19,0.26,0.03
6779,Liechtenstein,14/02/2021,20-29,1.27,0.33
6780,Liechtenstein,14/02/2021,30-39,1.36,0.4
6781,Liechtenstein,14/02/2021,40-49,2.28,0.46
6782,Liechtenstein,14/02/2021,50-59,2.88,1.01
6783,Liechtenstein,14/02/2021,60-69,2.93,0.9
6784,Liechtenstein,14/02/2021,70-79,4.5,1.83
6785,Liechtenstein,14/02/2021,80+,10.13,7.02
6786,Liechtenstein,21/02/2021,0-9,0.03,0
6787,Liechtenstein,21/02/2021,Oct-19,0.26,0.1
6788,Liechtenstein,21/02/2021,20-29,1.32,0.45
6789,Liechtenstein,21/02/2021,30-39,1.4,0.5
6790,Liechtenstein,21/02/2021,40-49,2.3,0.9
6791,Liechtenstein,21/02/2021,50-59,3.02,1.43
6792,Liechtenstein,21/02/2021,60-69,3.11,1.42
6793,Liechtenstein,21/02/2021,70-79,4.56,2.9
6794,Liechtenstein,21/02/2021,80+,41.7,9.07
6795,Liechtenstein,28/02/2021,0-9,0.03,0
6796,Liechtenstein,28/02/2021,Oct-19,0.28,0.26
6797,Liechtenstein,28/02/2021,20-29,1.45,1.12
6798,Liechtenstein,28/02/2021,30-39,1.42,1.12
6799,Liechtenstein,28/02/2021,40-49,2.36,2.1
6800,Liechtenstein,28/02/2021,50-59,3.06,2.64
6801,Liechtenstein,28/02/2021,60-69,3.13,2.53
6802,Liechtenstein,28/02/2021,70-79,4.88,4.06
6803,Liechtenstein,28/02/2021,80+,65.94,9.38
6804,Liechtenstein,7/03/2021,0-9,0.03,0
6805,Liechtenstein,7/03/2021,Oct-19,0.31,0.26
6806,Liechtenstein,7/03/2021,20-29,1.54,1.23
6807,Liechtenstein,7/03/2021,30-39,1.5,1.2
6808,Liechtenstein,7/03/2021,40-49,2.47,2.21
6809,Liechtenstein,7/03/2021,50-59,3.23,2.75
6810,Liechtenstein,7/03/2021,60-69,3.23,2.77
6811,Liechtenstein,7/03/2021,70-79,17.12,4.29
6812,Liechtenstein,7/03/2021,80+,71.41,9.51
6813,Liechtenstein,14/03/2021,0-9,0.03,0
6814,Liechtenstein,14/03/2021,Oct-19,0.36,0.26
6815,Liechtenstein,14/03/2021,20-29,1.67,1.23
6816,Liechtenstein,14/03/2021,30-39,1.5,1.26
6817,Liechtenstein,14/03/2021,40-49,2.54,2.25
6818,Liechtenstein,14/03/2021,50-59,3.37,2.83
6819,Liechtenstein,14/03/2021,60-69,3.31,2.87
6820,Liechtenstein,14/03/2021,70-79,31.63,4.41
6821,Liechtenstein,14/03/2021,80+,79.68,9.63
6822,Liechtenstein,21/03/2021,0-9,0.03,0
6823,Liechtenstein,21/03/2021,Oct-19,0.39,0.26
6824,Liechtenstein,21/03/2021,20-29,1.85,1.27
6825,Liechtenstein,21/03/2021,30-39,1.72,1.32
6826,Liechtenstein,21/03/2021,40-49,2.62,2.32
6827,Liechtenstein,21/03/2021,50-59,3.57,3
6828,Liechtenstein,21/03/2021,60-69,3.49,3.09
6829,Liechtenstein,21/03/2021,70-79,31.92,4.56
6830,Liechtenstein,21/03/2021,80+,81.54,41.52
6831,Liechtenstein,28/03/2021,0-9,0.03,0
6832,Liechtenstein,28/03/2021,Oct-19,0.41,0.28
6833,Liechtenstein,28/03/2021,20-29,2.01,1.41
6834,Liechtenstein,28/03/2021,30-39,1.84,1.36
6835,Liechtenstein,28/03/2021,40-49,2.69,2.34
6836,Liechtenstein,28/03/2021,50-59,3.65,3.06
6837,Liechtenstein,28/03/2021,60-69,3.65,3.11
6838,Liechtenstein,28/03/2021,70-79,52.03,4.79
6839,Liechtenstein,28/03/2021,80+,82.85,65.32
6840,Liechtenstein,4/04/2021,0-9,0.03,0
6841,Liechtenstein,4/04/2021,Oct-19,0.41,0.31
6842,Liechtenstein,4/04/2021,20-29,2.14,1.52
6843,Liechtenstein,4/04/2021,30-39,1.88,1.44
6844,Liechtenstein,4/04/2021,40-49,2.71,2.43
6845,Liechtenstein,4/04/2021,50-59,3.76,3.19
6846,Liechtenstein,4/04/2021,60-69,3.85,3.19
6847,Liechtenstein,4/04/2021,70-79,65.15,16.86
6848,Liechtenstein,4/04/2021,80+,83.9,71.04
6849,Liechtenstein,11/04/2021,0-9,0.03,0
6850,Liechtenstein,11/04/2021,Oct-19,0.49,0.36
6851,Liechtenstein,11/04/2021,20-29,2.19,1.67
6852,Liechtenstein,11/04/2021,30-39,1.94,1.44
6853,Liechtenstein,11/04/2021,40-49,2.8,2.54
6854,Liechtenstein,11/04/2021,50-59,3.98,3.36
6855,Liechtenstein,11/04/2021,60-69,4.82,3.25
6856,Liechtenstein,11/04/2021,70-79,70.11,31.22
6857,Liechtenstein,11/04/2021,80+,84.21,79.37
6858,Liechtenstein,18/04/2021,0-9,0.03,0
6859,Liechtenstein,18/04/2021,Oct-19,0.7,0.39
6860,Liechtenstein,18/04/2021,20-29,2.86,1.85
6861,Liechtenstein,18/04/2021,30-39,3.33,1.62
6862,Liechtenstein,18/04/2021,40-49,4.92,2.62
6863,Liechtenstein,18/04/2021,50-59,8.53,3.56
6864,Liechtenstein,18/04/2021,60-69,16.15,3.43
6865,Liechtenstein,18/04/2021,70-79,78.96,31.6
6866,Liechtenstein,18/04/2021,80+,84.84,81.11
6867,Liechtenstein,25/04/2021,0-9,0.03,0
6868,Liechtenstein,25/04/2021,Oct-19,1.08,0.41
6869,Liechtenstein,25/04/2021,20-29,6.74,1.94
6870,Liechtenstein,25/04/2021,30-39,7.15,1.7
6871,Liechtenstein,25/04/2021,40-49,9.08,2.71
6872,Liechtenstein,25/04/2021,50-59,12.47,3.67
6873,Liechtenstein,25/04/2021,60-69,35.55,3.61
6874,Liechtenstein,25/04/2021,70-79,80.76,51.57
6875,Liechtenstein,25/04/2021,80+,85.39,82.41
6876,Liechtenstein,2/05/2021,0-9,0.03,0
6877,Liechtenstein,2/05/2021,Oct-19,1.44,0.41
6878,Liechtenstein,2/05/2021,20-29,9.19,2.1
6879,Liechtenstein,2/05/2021,30-39,10.4,1.8
6880,Liechtenstein,2/05/2021,40-49,13.89,2.75
6881,Liechtenstein,2/05/2021,50-59,17.52,3.7
6882,Liechtenstein,2/05/2021,60-69,39.47,3.81
6883,Liechtenstein,2/05/2021,70-79,80.82,64.57
6884,Liechtenstein,2/05/2021,80+,85.58,83.59
6885,Liechtenstein,9/05/2021,0-9,0.03,0
6886,Liechtenstein,9/05/2021,Oct-19,1.91,0.46
6887,Liechtenstein,9/05/2021,20-29,12.45,2.16
6888,Liechtenstein,9/05/2021,30-39,13.07,1.88
6889,Liechtenstein,9/05/2021,40-49,17.34,2.84
6890,Liechtenstein,9/05/2021,50-59,21.99,3.92
6891,Liechtenstein,9/05/2021,60-69,44.7,4.72
6892,Liechtenstein,9/05/2021,70-79,82.7,69.5
6893,Liechtenstein,9/05/2021,80+,86.64,83.9
6894,Liechtenstein,16/05/2021,0-9,0.03,0
6895,Liechtenstein,16/05/2021,Oct-19,2.12,0.64
6896,Liechtenstein,16/05/2021,20-29,14.57,2.88
6897,Liechtenstein,16/05/2021,30-39,14.69,3.27
6898,Liechtenstein,16/05/2021,40-49,19.64,4.83
6899,Liechtenstein,16/05/2021,50-59,24.77,8.39
6900,Liechtenstein,16/05/2021,60-69,46.95,15.91
6901,Liechtenstein,16/05/2021,70-79,82.97,78.15
6902,Liechtenstein,16/05/2021,80+,86.7,84.52
6903,Liechtenstein,23/05/2021,0-9,0.03,0
6904,Liechtenstein,23/05/2021,Oct-19,2.58,1.06
6905,Liechtenstein,23/05/2021,20-29,17.29,6.69
6906,Liechtenstein,23/05/2021,30-39,17.05,6.79
6907,Liechtenstein,23/05/2021,40-49,22.57,9.05
6908,Liechtenstein,23/05/2021,50-59,28.55,12.29
6909,Liechtenstein,23/05/2021,60-69,50.74,34.97
6910,Liechtenstein,23/05/2021,70-79,83.81,80.09
6911,Liechtenstein,23/05/2021,80+,87.26,85.33
6912,Liechtenstein,30/05/2021,0-9,0.03,0
6913,Liechtenstein,30/05/2021,Oct-19,3.56,1.39
6914,Liechtenstein,30/05/2021,20-29,20.68,9.12
6915,Liechtenstein,30/05/2021,30-39,20.54,10.14
6916,Liechtenstein,30/05/2021,40-49,27.17,13.71
6917,Liechtenstein,30/05/2021,50-59,33.88,17.36
6918,Liechtenstein,30/05/2021,60-69,54.49,38.98
6919,Liechtenstein,30/05/2021,70-79,84.04,80.3
6920,Liechtenstein,30/05/2021,80+,87.45,85.52
6921,Liechtenstein,6/06/2021,0-9,0.05,0
6922,Liechtenstein,6/06/2021,Oct-19,4.69,1.81
6923,Liechtenstein,6/06/2021,20-29,26.83,12.4
6924,Liechtenstein,6/06/2021,30-39,25.25,12.69
6925,Liechtenstein,6/06/2021,40-49,34.05,17.02
6926,Liechtenstein,6/06/2021,50-59,41.11,21.79
6927,Liechtenstein,6/06/2021,60-69,60.03,44.12
6928,Liechtenstein,6/06/2021,70-79,84.71,82.18
6929,Liechtenstein,6/06/2021,80+,87.76,86.58
6930,Liechtenstein,13/06/2021,0-9,0.05,0
6931,Liechtenstein,13/06/2021,Oct-19,6.86,1.99
6932,Liechtenstein,13/06/2021,20-29,34.89,14.48
6933,Liechtenstein,13/06/2021,30-39,32.51,14.53
6934,Liechtenstein,13/06/2021,40-49,43.9,19.49
6935,Liechtenstein,13/06/2021,50-59,50.58,24.68
6936,Liechtenstein,13/06/2021,60-69,65.69,46.47
6937,Liechtenstein,13/06/2021,70-79,84.97,82.56
6938,Liechtenstein,13/06/2021,80+,88.07,86.58
6939,Liechtenstein,20/06/2021,0-9,0.05,0
6940,Liechtenstein,20/06/2021,Oct-19,8.12,2.48
6941,Liechtenstein,20/06/2021,20-29,42.25,17.04
6942,Liechtenstein,20/06/2021,30-39,39.94,16.71
6943,Liechtenstein,20/06/2021,40-49,53.19,22.35
6944,Liechtenstein,20/06/2021,50-59,58.59,28.36
6945,Liechtenstein,20/06/2021,60-69,69.6,50.16
6946,Liechtenstein,20/06/2021,70-79,85.06,83.34
6947,Liechtenstein,20/06/2021,80+,88.25,87.01
6948,Liechtenstein,27/06/2021,0-9,0.05,0
6949,Liechtenstein,27/06/2021,Oct-19,11.63,3.4
6950,Liechtenstein,27/06/2021,20-29,43.9,20.34
6951,Liechtenstein,27/06/2021,30-39,41.54,20.12
6952,Liechtenstein,27/06/2021,40-49,54.68,26.77
6953,Liechtenstein,27/06/2021,50-59,59.93,33.85
6954,Liechtenstein,27/06/2021,60-69,70.28,53.83
6955,Liechtenstein,27/06/2021,70-79,85.06,83.55
6956,Liechtenstein,27/06/2021,80+,88.25,87.2
6957,Liechtenstein,4/07/2021,0-9,0.05,0
6958,Liechtenstein,4/07/2021,Oct-19,12.38,4.46
6959,Liechtenstein,4/07/2021,20-29,46.78,26.14
6960,Liechtenstein,4/07/2021,30-39,44.25,24.57
6961,Liechtenstein,4/07/2021,40-49,57.09,33.53
6962,Liechtenstein,4/07/2021,50-59,62.4,40.72
6963,Liechtenstein,4/07/2021,60-69,71.41,59.27
6964,Liechtenstein,4/07/2021,70-79,85.35,84.24
6965,Liechtenstein,4/07/2021,80+,88.32,87.57
6966,Liechtenstein,11/07/2021,0-9,0.05,0.03
6967,Liechtenstein,11/07/2021,Oct-19,14.57,6.53
6968,Liechtenstein,11/07/2021,20-29,48.72,34.04
6969,Liechtenstein,11/07/2021,30-39,45.69,31.52
6970,Liechtenstein,11/07/2021,40-49,58.59,42.91
6971,Liechtenstein,11/07/2021,50-59,63.82,49.67
6972,Liechtenstein,11/07/2021,60-69,72.23,64.83
6973,Liechtenstein,11/07/2021,70-79,85.46,84.53
6974,Liechtenstein,11/07/2021,80+,88.5,87.88
6975,Liechtenstein,18/07/2021,0-9,0.05,0.03
6976,Liechtenstein,18/07/2021,Oct-19,15.09,7.63
6977,Liechtenstein,18/07/2021,20-29,50.57,41.18
6978,Liechtenstein,18/07/2021,30-39,47.56,38.72
6979,Liechtenstein,18/07/2021,40-49,59.71,51.66
6980,Liechtenstein,18/07/2021,50-59,65.25,57.55
6981,Liechtenstein,18/07/2021,60-69,73.17,68.94
6982,Liechtenstein,18/07/2021,70-79,85.78,84.62
6983,Liechtenstein,18/07/2021,80+,88.81,88.07
6984,Liechtenstein,25/07/2021,0-9,0.05,0.03
6985,Liechtenstein,25/07/2021,Oct-19,15.37,11.09
6986,Liechtenstein,25/07/2021,20-29,50.75,43.36
6987,Liechtenstein,25/07/2021,30-39,47.74,40.72
6988,Liechtenstein,25/07/2021,40-49,59.75,53.83
6989,Liechtenstein,25/07/2021,50-59,65.31,59.39
6990,Liechtenstein,25/07/2021,60-69,73.21,69.76
6991,Liechtenstein,25/07/2021,70-79,85.78,84.65
6992,Liechtenstein,25/07/2021,80+,88.81,88.07
6993,Liechtenstein,1/08/2021,0-9,0.05,0.03
6994,Liechtenstein,1/08/2021,Oct-19,15.42,11.12
6995,Liechtenstein,1/08/2021,20-29,50.79,43.39
6996,Liechtenstein,1/08/2021,30-39,47.8,40.78
6997,Liechtenstein,1/08/2021,40-49,59.75,53.83
6998,Liechtenstein,1/08/2021,50-59,65.32,59.4
6999,Liechtenstein,1/08/2021,60-69,73.25,69.76
7000,Liechtenstein,1/08/2021,70-79,85.81,84.65
7001,Liechtenstein,1/08/2021,80+,88.81,88.07
7002,Liechtenstein,8/08/2021,0-9,0.05,0.03
7003,Liechtenstein,8/08/2021,Oct-19,15.42,11.12
7004,Liechtenstein,8/08/2021,20-29,50.81,43.39
7005,Liechtenstein,8/08/2021,30-39,47.8,40.78
7006,Liechtenstein,8/08/2021,40-49,59.75,53.83
7007,Liechtenstein,8/08/2021,50-59,65.34,59.4
7008,Liechtenstein,8/08/2021,60-69,73.25,69.76
7009,Liechtenstein,8/08/2021,70-79,85.81,84.65
7010,Liechtenstein,8/08/2021,80+,88.81,88.07
7011,Liechtenstein,15/08/2021,0-9,0.05,0.03
7012,Liechtenstein,15/08/2021,Oct-19,22.39,14.42
7013,Liechtenstein,15/08/2021,20-29,52.09,48.18
7014,Liechtenstein,15/08/2021,30-39,49.24,45.61
7015,Liechtenstein,15/08/2021,40-49,60.85,57.7
7016,Liechtenstein,15/08/2021,50-59,65.93,63.58
7017,Liechtenstein,15/08/2021,60-69,73.72,71.81
7018,Liechtenstein,15/08/2021,70-79,85.98,85.14
7019,Liechtenstein,15/08/2021,80+,89.06,88.44
7020,Liechtenstein,22/08/2021,0-9,0.05,0.03
7021,Liechtenstein,22/08/2021,Oct-19,28.17,15.11
7022,Liechtenstein,22/08/2021,20-29,54.78,49.99
7023,Liechtenstein,22/08/2021,30-39,52.22,47.05
7024,Liechtenstein,22/08/2021,40-49,63.17,59.23
7025,Liechtenstein,22/08/2021,50-59,67.75,64.92
7026,Liechtenstein,22/08/2021,60-69,75.04,72.67
7027,Liechtenstein,22/08/2021,70-79,86.45,85.37
7028,Liechtenstein,22/08/2021,80+,89.43,88.56
7029,Liechtenstein,29/08/2021,0-9,0.05,0.03
7030,Liechtenstein,29/08/2021,Oct-19,33.07,15.3
7031,Liechtenstein,29/08/2021,20-29,58.4,50.43
7032,Liechtenstein,29/08/2021,30-39,55.31,47.29
7033,Liechtenstein,29/08/2021,40-49,66.3,59.47
7034,Liechtenstein,29/08/2021,50-59,69.85,65.09
7035,Liechtenstein,29/08/2021,60-69,76.79,72.73
7036,Liechtenstein,29/08/2021,70-79,87.09,85.4
7037,Liechtenstein,29/08/2021,80+,89.81,88.56
7038,Liechtenstein,5/09/2021,0-9,0.05,0.03
7039,Liechtenstein,5/09/2021,Oct-19,33.12,15.3
7040,Liechtenstein,5/09/2021,20-29,58.47,50.46
7041,Liechtenstein,5/09/2021,30-39,55.33,47.29
7042,Liechtenstein,5/09/2021,40-49,66.34,59.47
7043,Liechtenstein,5/09/2021,50-59,69.85,65.09
7044,Liechtenstein,5/09/2021,60-69,76.81,72.73
7045,Liechtenstein,5/09/2021,70-79,87.12,85.4
7046,Liechtenstein,5/09/2021,80+,89.81,88.56
7047,Liechtenstein,12/09/2021,0-9,0.05,0.03
7048,Liechtenstein,12/09/2021,Oct-19,33.3,21.95
7049,Liechtenstein,12/09/2021,20-29,58.55,51.39
7050,Liechtenstein,12/09/2021,30-39,55.45,48.26
7051,Liechtenstein,12/09/2021,40-49,66.4,60.28
7052,Liechtenstein,12/09/2021,50-59,69.97,65.7
7053,Liechtenstein,12/09/2021,60-69,76.87,73.09
7054,Liechtenstein,12/09/2021,70-79,87.14,85.55
7055,Liechtenstein,12/09/2021,80+,89.87,88.69
7056,Liechtenstein,19/09/2021,0-9,0.05,0.03
7057,Liechtenstein,19/09/2021,Oct-19,38.87,27.26
7058,Liechtenstein,19/09/2021,20-29,62.97,54.09
7059,Liechtenstein,19/09/2021,30-39,58.76,51.5
7060,Liechtenstein,19/09/2021,40-49,68.66,62.75
7061,Liechtenstein,19/09/2021,50-59,71.96,67.72
7062,Liechtenstein,19/09/2021,60-69,78.21,74.68
7063,Liechtenstein,19/09/2021,70-79,87.72,86.04
7064,Liechtenstein,19/09/2021,80+,90.49,89.19
7065,Liechtenstein,26/09/2021,0-9,0.05,0.03
