ID,location,date,vaccine,total_vaccinations
6684,Hong Kong,31/08/2021,Pfizer/BioNTech,4776760
6685,Hong Kong,31/08/2021,Sinovac,2811659
6686,Hong Kong,1/09/2021,Pfizer/BioNTech,4811020
6687,Hong Kong,1/09/2021,Sinovac,2826728
6688,Hong Kong,2/09/2021,Pfizer/BioNTech,4843953
6689,Hong Kong,2/09/2021,Sinovac,2841612
6690,Hong Kong,3/09/2021,Pfizer/BioNTech,4883711
6691,Hong Kong,3/09/2021,Sinovac,2858076
6692,Hong Kong,4/09/2021,Pfizer/BioNTech,4926610
6693,Hong Kong,4/09/2021,Sinovac,2872438
6694,Hong Kong,5/09/2021,Pfizer/BioNTech,4962260
6695,Hong Kong,5/09/2021,Sinovac,2880054
6696,Hong Kong,6/09/2021,Pfizer/BioNTech,4992626
6697,Hong Kong,6/09/2021,Sinovac,2895009
6698,Hong Kong,7/09/2021,Pfizer/BioNTech,5019216
6699,Hong Kong,7/09/2021,Sinovac,2908483
6700,Hong Kong,8/09/2021,Pfizer/BioNTech,5045570
6701,Hong Kong,8/09/2021,Sinovac,2922081
6702,Hong Kong,9/09/2021,Pfizer/BioNTech,5074253
6703,Hong Kong,9/09/2021,Sinovac,2936228
6704,Hong Kong,10/09/2021,Pfizer/BioNTech,5110075
6705,Hong Kong,10/09/2021,Sinovac,2952008
6706,Hong Kong,11/09/2021,Pfizer/BioNTech,5150262
6707,Hong Kong,11/09/2021,Sinovac,2965351
6708,Hong Kong,12/09/2021,Pfizer/BioNTech,5179707
6709,Hong Kong,12/09/2021,Sinovac,2972165
6710,Hong Kong,13/09/2021,Pfizer/BioNTech,5202862
6711,Hong Kong,13/09/2021,Sinovac,2985296
6712,Hong Kong,14/09/2021,Pfizer/BioNTech,5221331
6713,Hong Kong,14/09/2021,Sinovac,2996690
6714,Hong Kong,15/09/2021,Pfizer/BioNTech,5239788
6715,Hong Kong,15/09/2021,Sinovac,3007857
6716,Hong Kong,16/09/2021,Pfizer/BioNTech,5259881
6717,Hong Kong,16/09/2021,Sinovac,3018609
6718,Hong Kong,17/09/2021,Pfizer/BioNTech,5285376
6719,Hong Kong,17/09/2021,Sinovac,3030750
6720,Hong Kong,18/09/2021,Pfizer/BioNTech,5315819
6721,Hong Kong,18/09/2021,Sinovac,3040819
6722,Hong Kong,19/09/2021,Pfizer/BioNTech,5334309
6723,Hong Kong,19/09/2021,Sinovac,3045830
6724,Hong Kong,20/09/2021,Pfizer/BioNTech,5349141
6725,Hong Kong,20/09/2021,Sinovac,3055983
6726,Hong Kong,21/09/2021,Pfizer/BioNTech,5360343
6727,Hong Kong,21/09/2021,Sinovac,3063391
6728,Hong Kong,22/09/2021,Pfizer/BioNTech,5373679
6729,Hong Kong,22/09/2021,Sinovac,3066616
6730,Hong Kong,23/09/2021,Pfizer/BioNTech,5394572
6731,Hong Kong,23/09/2021,Sinovac,3079534
6732,Hong Kong,24/09/2021,Pfizer/BioNTech,5419491
6733,Hong Kong,24/09/2021,Sinovac,3091927
6734,Hong Kong,25/09/2021,Pfizer/BioNTech,5448144
6735,Hong Kong,25/09/2021,Sinovac,3102374
6736,Hong Kong,26/09/2021,Pfizer/BioNTech,5466778
6737,Hong Kong,26/09/2021,Sinovac,3107388
6738,Hong Kong,27/09/2021,Pfizer/BioNTech,5482319
6739,Hong Kong,27/09/2021,Sinovac,3118587
6740,Hong Kong,28/09/2021,Pfizer/BioNTech,5494024
6741,Hong Kong,28/09/2021,Sinovac,3128823
6742,Hong Kong,29/09/2021,Pfizer/BioNTech,5508001
6743,Hong Kong,29/09/2021,Sinovac,3138477
6744,Hong Kong,30/09/2021,Pfizer/BioNTech,5527992
6745,Hong Kong,30/09/2021,Sinovac,3148779
6746,Hong Kong,1/10/2021,Pfizer/BioNTech,5540339
6747,Hong Kong,1/10/2021,Sinovac,3152026
6748,Hong Kong,2/10/2021,Pfizer/BioNTech,5555035
6749,Hong Kong,2/10/2021,Sinovac,3159995
6750,Hong Kong,3/10/2021,Pfizer/BioNTech,5564653
6751,Hong Kong,3/10/2021,Sinovac,3163131
6752,Hong Kong,4/10/2021,Pfizer/BioNTech,5573715
6753,Hong Kong,4/10/2021,Sinovac,3171781
6754,Hong Kong,5/10/2021,Pfizer/BioNTech,5580393
6755,Hong Kong,5/10/2021,Sinovac,3179129
6756,Hong Kong,6/10/2021,Pfizer/BioNTech,5586651
6757,Hong Kong,6/10/2021,Sinovac,3185440
6758,Hong Kong,7/10/2021,Pfizer/BioNTech,5593948
6759,Hong Kong,7/10/2021,Sinovac,3192093
6760,Hong Kong,8/10/2021,Pfizer/BioNTech,5602850
6761,Hong Kong,8/10/2021,Sinovac,3198551
6762,Hong Kong,9/10/2021,Pfizer/BioNTech,5602850
6763,Hong Kong,9/10/2021,Sinovac,3198620
6764,Hong Kong,10/10/2021,Pfizer/BioNTech,5616655
6765,Hong Kong,10/10/2021,Sinovac,3203323
6766,Hong Kong,11/10/2021,Pfizer/BioNTech,5623795
6767,Hong Kong,11/10/2021,Sinovac,3211627
6768,Hong Kong,12/10/2021,Pfizer/BioNTech,5627311
6769,Hong Kong,12/10/2021,Sinovac,3216608
6770,Hong Kong,13/10/2021,Pfizer/BioNTech,5627311
6771,Hong Kong,13/10/2021,Sinovac,3216825
6772,Hong Kong,14/10/2021,Pfizer/BioNTech,5635746
6773,Hong Kong,14/10/2021,Sinovac,3219756
6774,Hong Kong,15/10/2021,Pfizer/BioNTech,5646115
6775,Hong Kong,15/10/2021,Sinovac,3228866
6776,Hong Kong,16/10/2021,Pfizer/BioNTech,5658065
6777,Hong Kong,16/10/2021,Sinovac,3235427
6778,Hong Kong,17/10/2021,Pfizer/BioNTech,5664040
6779,Hong Kong,17/10/2021,Sinovac,3237634
6780,Hong Kong,18/10/2021,Pfizer/BioNTech,5670482
6781,Hong Kong,18/10/2021,Sinovac,3243457
6782,Hong Kong,19/10/2021,Pfizer/BioNTech,5675492
6783,Hong Kong,19/10/2021,Sinovac,3247791
6784,Hong Kong,20/10/2021,Pfizer/BioNTech,5680606
6785,Hong Kong,20/10/2021,Sinovac,3250817
6786,Hong Kong,21/10/2021,Pfizer/BioNTech,5686710
6787,Hong Kong,21/10/2021,Sinovac,3256197
6788,Hong Kong,22/10/2021,Pfizer/BioNTech,5695137
6789,Hong Kong,22/10/2021,Sinovac,3262780
6790,Hong Kong,23/10/2021,Pfizer/BioNTech,5703968
6791,Hong Kong,23/10/2021,Sinovac,3268034
6792,Hong Kong,24/10/2021,Pfizer/BioNTech,5708633
6793,Hong Kong,24/10/2021,Sinovac,3270294
6794,Hong Kong,25/10/2021,Pfizer/BioNTech,5713831
6795,Hong Kong,25/10/2021,Sinovac,3275953
6796,Hungary,1/01/2021,Pfizer/BioNTech,1095
6797,Hungary,8/01/2021,Pfizer/BioNTech,71815
6798,Hungary,15/01/2021,Moderna,3045
6799,Hungary,15/01/2021,Pfizer/BioNTech,120515
6800,Hungary,22/01/2021,Moderna,3110
6801,Hungary,22/01/2021,Pfizer/BioNTech,153055
6802,Hungary,29/01/2021,Moderna,3289
6803,Hungary,29/01/2021,Pfizer/BioNTech,299730
6804,Hungary,5/02/2021,Moderna,14413
6805,Hungary,5/02/2021,Oxford/AstraZeneca,0
6806,Hungary,5/02/2021,Pfizer/BioNTech,382360
6807,Hungary,5/02/2021,Sputnik V,0
6808,Hungary,12/02/2021,Moderna,17526
6809,Hungary,12/02/2021,Oxford/AstraZeneca,20101
6810,Hungary,12/02/2021,Pfizer/BioNTech,439830
6811,Hungary,12/02/2021,Sputnik V,2385
6812,Hungary,19/02/2021,Moderna,21249
6813,Hungary,19/02/2021,Oxford/AstraZeneca,43574
6814,Hungary,19/02/2021,Pfizer/BioNTech,577726
6815,Hungary,19/02/2021,Sinopharm/Beijing,0
6816,Hungary,19/02/2021,Sputnik V,18484
6817,Hungary,26/02/2021,Moderna,22501
6818,Hungary,26/02/2021,Oxford/AstraZeneca,85258
6819,Hungary,26/02/2021,Pfizer/BioNTech,665513
6820,Hungary,26/02/2021,Sinopharm/Beijing,162077
6821,Hungary,26/02/2021,Sputnik V,19321
6822,Hungary,5/03/2021,Moderna,59086
6823,Hungary,5/03/2021,Oxford/AstraZeneca,101860
6824,Hungary,5/03/2021,Pfizer/BioNTech,772330
6825,Hungary,5/03/2021,Sinopharm/Beijing,368592
6826,Hungary,5/03/2021,Sputnik V,22756
6827,Hungary,12/03/2021,Moderna,74445
6828,Hungary,12/03/2021,Oxford/AstraZeneca,239095
6829,Hungary,12/03/2021,Pfizer/BioNTech,891614
6830,Hungary,12/03/2021,Sinopharm/Beijing,492383
6831,Hungary,12/03/2021,Sputnik V,54724
6832,Hungary,19/03/2021,Moderna,79115
6833,Hungary,19/03/2021,Oxford/AstraZeneca,298517
6834,Hungary,19/03/2021,Pfizer/BioNTech,1054896
6835,Hungary,19/03/2021,Sinopharm/Beijing,505062
6836,Hungary,19/03/2021,Sputnik V,143314
6837,Hungary,26/03/2021,Moderna,84172
6838,Hungary,26/03/2021,Oxford/AstraZeneca,398166
6839,Hungary,26/03/2021,Pfizer/BioNTech,1211790
6840,Hungary,26/03/2021,Sinopharm/Beijing,687323
6841,Hungary,26/03/2021,Sputnik V,233879
6842,Hungary,2/04/2021,Moderna,149942
6843,Hungary,2/04/2021,Oxford/AstraZeneca,427844
6844,Hungary,2/04/2021,Pfizer/BioNTech,1428960
6845,Hungary,2/04/2021,Sinopharm/Beijing,885907
6846,Hungary,2/04/2021,Sputnik V,388391
6847,Hungary,9/04/2021,Moderna,203839
6848,Hungary,9/04/2021,Oxford/AstraZeneca,590675
6849,Hungary,9/04/2021,Pfizer/BioNTech,1633326
6850,Hungary,9/04/2021,Sinopharm/Beijing,1013005
6851,Hungary,9/04/2021,Sputnik V,676266
6852,Hungary,16/04/2021,Johnson&Johnson,0
6853,Hungary,16/04/2021,Moderna,206499
6854,Hungary,16/04/2021,Oxford/AstraZeneca,637425
6855,Hungary,16/04/2021,Pfizer/BioNTech,1849226
6856,Hungary,16/04/2021,Sinopharm/Beijing,1030350
6857,Hungary,16/04/2021,Sputnik V,924750
6858,Hungary,23/04/2021,Johnson&Johnson,0
6859,Hungary,23/04/2021,Moderna,269215
6860,Hungary,23/04/2021,Oxford/AstraZeneca,663482
6861,Hungary,23/04/2021,Pfizer/BioNTech,2169616
6862,Hungary,23/04/2021,Sinopharm/Beijing,1051731
6863,Hungary,23/04/2021,Sputnik V,1097161
6864,Hungary,30/04/2021,Johnson&Johnson,0
6865,Hungary,30/04/2021,Moderna,314650
6866,Hungary,30/04/2021,Oxford/AstraZeneca,669327
6867,Hungary,30/04/2021,Pfizer/BioNTech,2445274
6868,Hungary,30/04/2021,Sinopharm/Beijing,1391195
6869,Hungary,30/04/2021,Sputnik V,1302893
6870,Hungary,7/05/2021,Johnson&Johnson,3022
6871,Hungary,7/05/2021,Moderna,358591
6872,Hungary,7/05/2021,Oxford/AstraZeneca,718481
6873,Hungary,7/05/2021,Pfizer/BioNTech,2693362
6874,Hungary,7/05/2021,Sinopharm/Beijing,1464478
6875,Hungary,7/05/2021,Sputnik V,1520581
6876,Hungary,14/05/2021,Johnson&Johnson,20224
6877,Hungary,14/05/2021,Moderna,400402
6878,Hungary,14/05/2021,Oxford/AstraZeneca,756076
6879,Hungary,14/05/2021,Pfizer/BioNTech,2909481
6880,Hungary,14/05/2021,Sinopharm/Beijing,1515513
6881,Hungary,14/05/2021,Sputnik V,1609566
6882,Hungary,21/05/2021,Johnson&Johnson,48840
6883,Hungary,21/05/2021,Moderna,487077
6884,Hungary,21/05/2021,Oxford/AstraZeneca,780614
6885,Hungary,21/05/2021,Pfizer/BioNTech,3309053
6886,Hungary,21/05/2021,Sinopharm/Beijing,1556829
6887,Hungary,21/05/2021,Sputnik V,1632758
6888,Hungary,28/05/2021,Johnson&Johnson,61253
6889,Hungary,28/05/2021,Moderna,522677
6890,Hungary,28/05/2021,Oxford/AstraZeneca,809727
6891,Hungary,28/05/2021,Pfizer/BioNTech,3562970
6892,Hungary,28/05/2021,Sinopharm/Beijing,1852676
6893,Hungary,28/05/2021,Sputnik V,1694187
6894,Hungary,4/06/2021,Johnson&Johnson,74656
6895,Hungary,4/06/2021,Moderna,543091
6896,Hungary,4/06/2021,Oxford/AstraZeneca,923626
6897,Hungary,4/06/2021,Pfizer/BioNTech,3749177
6898,Hungary,4/06/2021,Sinopharm/Beijing,1932634
6899,Hungary,4/06/2021,Sputnik V,1746818
6900,Hungary,11/06/2021,Johnson&Johnson,84534
6901,Hungary,11/06/2021,Moderna,588126
6902,Hungary,11/06/2021,Oxford/AstraZeneca,974668
6903,Hungary,11/06/2021,Pfizer/BioNTech,3838246
6904,Hungary,11/06/2021,Sinopharm/Beijing,1988148
6905,Hungary,11/06/2021,Sputnik V,1768262
6906,Hungary,18/06/2021,Johnson&Johnson,91904
6907,Hungary,18/06/2021,Moderna,619992
6908,Hungary,18/06/2021,Oxford/AstraZeneca,1027690
6909,Hungary,18/06/2021,Pfizer/BioNTech,3957616
6910,Hungary,18/06/2021,Sinopharm/Beijing,2018784
6911,Hungary,18/06/2021,Sputnik V,1778061
6912,Hungary,25/06/2021,Johnson&Johnson,96881
6913,Hungary,25/06/2021,Moderna,650048
6914,Hungary,25/06/2021,Oxford/AstraZeneca,1066788
6915,Hungary,25/06/2021,Pfizer/BioNTech,4214281
6916,Hungary,25/06/2021,Sinopharm/Beijing,2035373
6917,Hungary,25/06/2021,Sputnik V,1783131
6918,Hungary,2/07/2021,Johnson&Johnson,99609
6919,Hungary,2/07/2021,Moderna,663308
6920,Hungary,2/07/2021,Oxford/AstraZeneca,1164012
6921,Hungary,2/07/2021,Pfizer/BioNTech,4286386
6922,Hungary,2/07/2021,Sinopharm/Beijing,2046334
6923,Hungary,2/07/2021,Sputnik V,1786904
6924,Hungary,9/07/2021,Johnson&Johnson,104340
6925,Hungary,9/07/2021,Moderna,671489
6926,Hungary,9/07/2021,Oxford/AstraZeneca,1194044
6927,Hungary,9/07/2021,Pfizer/BioNTech,4368674
6928,Hungary,9/07/2021,Sinopharm/Beijing,2055481
6929,Hungary,9/07/2021,Sputnik V,1789966
6930,Hungary,16/07/2021,Johnson&Johnson,110168
6931,Hungary,16/07/2021,Moderna,675312
6932,Hungary,16/07/2021,Oxford/AstraZeneca,1209269
6933,Hungary,16/07/2021,Pfizer/BioNTech,4441576
6934,Hungary,16/07/2021,Sinopharm/Beijing,2061652
6935,Hungary,16/07/2021,Sputnik V,1791822
6936,Hungary,23/07/2021,Johnson&Johnson,116247
6937,Hungary,23/07/2021,Moderna,676977
6938,Hungary,23/07/2021,Oxford/AstraZeneca,1213585
6939,Hungary,23/07/2021,Pfizer/BioNTech,4489027
6940,Hungary,23/07/2021,Sinopharm/Beijing,2066542
6941,Hungary,23/07/2021,Sputnik V,1793351
6942,Hungary,30/07/2021,Johnson&Johnson,122677
6943,Hungary,30/07/2021,Moderna,677801
6944,Hungary,30/07/2021,Oxford/AstraZeneca,1238032
6945,Hungary,30/07/2021,Pfizer/BioNTech,4516819
6946,Hungary,30/07/2021,Sinopharm/Beijing,2070374
6947,Hungary,30/07/2021,Sputnik V,1794751
6948,Hungary,6/08/2021,Johnson&Johnson,126106
6949,Hungary,6/08/2021,Moderna,678515
6950,Hungary,6/08/2021,Oxford/AstraZeneca,1240937
6951,Hungary,6/08/2021,Pfizer/BioNTech,4541253
6952,Hungary,6/08/2021,Sinopharm/Beijing,2073838
6953,Hungary,6/08/2021,Sputnik V,1795941
6954,Hungary,13/08/2021,Johnson&Johnson,130196
6955,Hungary,13/08/2021,Moderna,679814
6956,Hungary,13/08/2021,Oxford/AstraZeneca,1242642
6957,Hungary,13/08/2021,Pfizer/BioNTech,4567826
6958,Hungary,13/08/2021,Sinopharm/Beijing,2077832
6959,Hungary,13/08/2021,Sputnik V,1797292
6960,Hungary,20/08/2021,Johnson&Johnson,133170
6961,Hungary,20/08/2021,Moderna,680580
6962,Hungary,20/08/2021,Oxford/AstraZeneca,1243011
6963,Hungary,20/08/2021,Pfizer/BioNTech,4588870
6964,Hungary,20/08/2021,Sinopharm/Beijing,2081116
6965,Hungary,20/08/2021,Sputnik V,1798328
6966,Hungary,27/08/2021,Johnson&Johnson,138548
6967,Hungary,27/08/2021,Moderna,681311
6968,Hungary,27/08/2021,Oxford/AstraZeneca,1243436
6969,Hungary,27/08/2021,Pfizer/BioNTech,4617756
6970,Hungary,27/08/2021,Sinopharm/Beijing,2085862
6971,Hungary,27/08/2021,Sputnik V,1799807
6972,Hungary,3/09/2021,Johnson&Johnson,141524
6973,Hungary,3/09/2021,Moderna,682131
6974,Hungary,3/09/2021,Oxford/AstraZeneca,1243873
6975,Hungary,3/09/2021,Pfizer/BioNTech,4647413
6976,Hungary,3/09/2021,Sinopharm/Beijing,2090907
6977,Hungary,3/09/2021,Sputnik V,1801181
6978,Hungary,10/09/2021,Johnson&Johnson,144847
6979,Hungary,10/09/2021,Moderna,683167
6980,Hungary,10/09/2021,Oxford/AstraZeneca,1244162
6981,Hungary,10/09/2021,Pfizer/BioNTech,4672715
6982,Hungary,10/09/2021,Sinopharm/Beijing,2094980
6983,Hungary,10/09/2021,Sputnik V,1802356
6984,Hungary,17/09/2021,Johnson&Johnson,147966
6985,Hungary,17/09/2021,Moderna,684048
6986,Hungary,17/09/2021,Oxford/AstraZeneca,1244427
6987,Hungary,17/09/2021,Pfizer/BioNTech,4697381
6988,Hungary,17/09/2021,Sinopharm/Beijing,2098577
6989,Hungary,17/09/2021,Sputnik V,1803358
6990,Hungary,24/09/2021,Johnson&Johnson,150839
6991,Hungary,24/09/2021,Moderna,684920
6992,Hungary,24/09/2021,Oxford/AstraZeneca,1244626
6993,Hungary,24/09/2021,Pfizer/BioNTech,4721793
6994,Hungary,24/09/2021,Sinopharm/Beijing,2102667
6995,Hungary,24/09/2021,Sputnik V,1804318
6996,Hungary,1/10/2021,Johnson&Johnson,153817
6997,Hungary,1/10/2021,Moderna,685922
6998,Hungary,1/10/2021,Oxford/AstraZeneca,1244840
6999,Hungary,1/10/2021,Pfizer/BioNTech,4744215
7000,Hungary,1/10/2021,Sinopharm/Beijing,2106695
7001,Hungary,1/10/2021,Sputnik V,1805110
7002,Hungary,8/10/2021,Johnson&Johnson,156330
7003,Hungary,8/10/2021,Moderna,686798
7004,Hungary,8/10/2021,Oxford/AstraZeneca,1245041
7005,Hungary,8/10/2021,Pfizer/BioNTech,4768911
7006,Hungary,8/10/2021,Sinopharm/Beijing,2109861
7007,Hungary,8/10/2021,Sputnik V,1805511
7008,Hungary,15/10/2021,Johnson&Johnson,158842
7009,Hungary,15/10/2021,Moderna,687729
7010,Hungary,15/10/2021,Oxford/AstraZeneca,1245184
7011,Hungary,15/10/2021,Pfizer/BioNTech,4787769
7012,Hungary,15/10/2021,Sinopharm/Beijing,2112755
7013,Hungary,15/10/2021,Sputnik V,1805876
7014,Hungary,22/10/2021,Johnson&Johnson,160149
7015,Hungary,22/10/2021,Moderna,688261
7016,Hungary,22/10/2021,Oxford/AstraZeneca,1245260
7017,Hungary,22/10/2021,Pfizer/BioNTech,4795890
7018,Hungary,22/10/2021,Sinopharm/Beijing,2114120
7019,Hungary,22/10/2021,Sputnik V,1806061
7020,Iceland,28/12/2020,Johnson&Johnson,0
7021,Iceland,28/12/2020,Moderna,1
7022,Iceland,28/12/2020,Oxford/AstraZeneca,0
7023,Iceland,28/12/2020,Pfizer/BioNTech,5
7024,Iceland,29/12/2020,Johnson&Johnson,0
7025,Iceland,29/12/2020,Moderna,1
7026,Iceland,29/12/2020,Oxford/AstraZeneca,0
7027,Iceland,29/12/2020,Pfizer/BioNTech,2528
7028,Iceland,30/12/2020,Johnson&Johnson,0
7029,Iceland,30/12/2020,Moderna,1
7030,Iceland,30/12/2020,Oxford/AstraZeneca,0
7031,Iceland,30/12/2020,Pfizer/BioNTech,4945
7032,Iceland,31/12/2020,Johnson&Johnson,0
7033,Iceland,31/12/2020,Moderna,1
7034,Iceland,31/12/2020,Oxford/AstraZeneca,0
7035,Iceland,31/12/2020,Pfizer/BioNTech,4946
7036,Iceland,1/01/2021,Johnson&Johnson,0
7037,Iceland,1/01/2021,Moderna,1
7038,Iceland,1/01/2021,Oxford/AstraZeneca,0
7039,Iceland,1/01/2021,Pfizer/BioNTech,4946
7040,Iceland,2/01/2021,Johnson&Johnson,0
7041,Iceland,2/01/2021,Moderna,1
7042,Iceland,2/01/2021,Oxford/AstraZeneca,0
7043,Iceland,2/01/2021,Pfizer/BioNTech,4946
7044,Iceland,3/01/2021,Johnson&Johnson,0
7045,Iceland,3/01/2021,Moderna,1
7046,Iceland,3/01/2021,Oxford/AstraZeneca,0
7047,Iceland,3/01/2021,Pfizer/BioNTech,4946
7048,Iceland,4/01/2021,Johnson&Johnson,0
7049,Iceland,4/01/2021,Moderna,2
7050,Iceland,4/01/2021,Oxford/AstraZeneca,0
7051,Iceland,4/01/2021,Pfizer/BioNTech,4946
7052,Iceland,5/01/2021,Johnson&Johnson,0
7053,Iceland,5/01/2021,Moderna,3
7054,Iceland,5/01/2021,Oxford/AstraZeneca,0
7055,Iceland,5/01/2021,Pfizer/BioNTech,4953
7056,Iceland,6/01/2021,Johnson&Johnson,0
7057,Iceland,6/01/2021,Moderna,3
7058,Iceland,6/01/2021,Oxford/AstraZeneca,0
7059,Iceland,6/01/2021,Pfizer/BioNTech,4955
7060,Iceland,7/01/2021,Johnson&Johnson,0
7061,Iceland,7/01/2021,Moderna,3
7062,Iceland,7/01/2021,Oxford/AstraZeneca,0
7063,Iceland,7/01/2021,Pfizer/BioNTech,4956
7064,Iceland,8/01/2021,Johnson&Johnson,0
7065,Iceland,8/01/2021,Moderna,3
7066,Iceland,8/01/2021,Oxford/AstraZeneca,0
7067,Iceland,8/01/2021,Pfizer/BioNTech,4956
7068,Iceland,9/01/2021,Johnson&Johnson,0
7069,Iceland,9/01/2021,Moderna,3
7070,Iceland,9/01/2021,Oxford/AstraZeneca,0
7071,Iceland,9/01/2021,Pfizer/BioNTech,4956
7072,Iceland,10/01/2021,Johnson&Johnson,0
7073,Iceland,10/01/2021,Moderna,3
7074,Iceland,10/01/2021,Oxford/AstraZeneca,0
7075,Iceland,10/01/2021,Pfizer/BioNTech,4956
7076,Iceland,11/01/2021,Johnson&Johnson,0
7077,Iceland,11/01/2021,Moderna,3
7078,Iceland,11/01/2021,Oxford/AstraZeneca,0
7079,Iceland,11/01/2021,Pfizer/BioNTech,4957
7080,Iceland,12/01/2021,Johnson&Johnson,0
7081,Iceland,12/01/2021,Moderna,3
7082,Iceland,12/01/2021,Oxford/AstraZeneca,0
7083,Iceland,12/01/2021,Pfizer/BioNTech,4958
7084,Iceland,13/01/2021,Johnson&Johnson,0
7085,Iceland,13/01/2021,Moderna,503
7086,Iceland,13/01/2021,Oxford/AstraZeneca,0
7087,Iceland,13/01/2021,Pfizer/BioNTech,4958
7088,Iceland,14/01/2021,Johnson&Johnson,0
7089,Iceland,14/01/2021,Moderna,845
7090,Iceland,14/01/2021,Oxford/AstraZeneca,0
7091,Iceland,14/01/2021,Pfizer/BioNTech,4958
7092,Iceland,15/01/2021,Johnson&Johnson,0
7093,Iceland,15/01/2021,Moderna,1264
7094,Iceland,15/01/2021,Oxford/AstraZeneca,0
7095,Iceland,15/01/2021,Pfizer/BioNTech,4960
7096,Iceland,16/01/2021,Johnson&Johnson,0
7097,Iceland,16/01/2021,Moderna,1264
7098,Iceland,16/01/2021,Oxford/AstraZeneca,0
7099,Iceland,16/01/2021,Pfizer/BioNTech,4960
7100,Iceland,17/01/2021,Johnson&Johnson,0
7101,Iceland,17/01/2021,Moderna,1264
7102,Iceland,17/01/2021,Oxford/AstraZeneca,0
7103,Iceland,17/01/2021,Pfizer/BioNTech,4960
7104,Iceland,18/01/2021,Johnson&Johnson,0
7105,Iceland,18/01/2021,Moderna,1265
7106,Iceland,18/01/2021,Oxford/AstraZeneca,0
7107,Iceland,18/01/2021,Pfizer/BioNTech,4993
7108,Iceland,19/01/2021,Johnson&Johnson,0
7109,Iceland,19/01/2021,Moderna,1265
7110,Iceland,19/01/2021,Oxford/AstraZeneca,0
7111,Iceland,19/01/2021,Pfizer/BioNTech,6087
7112,Iceland,20/01/2021,Johnson&Johnson,0
7113,Iceland,20/01/2021,Moderna,1265
7114,Iceland,20/01/2021,Oxford/AstraZeneca,0
7115,Iceland,20/01/2021,Pfizer/BioNTech,7850
7116,Iceland,21/01/2021,Johnson&Johnson,0
7117,Iceland,21/01/2021,Moderna,1265
7118,Iceland,21/01/2021,Oxford/AstraZeneca,1
7119,Iceland,21/01/2021,Pfizer/BioNTech,11628
7120,Iceland,22/01/2021,Johnson&Johnson,0
7121,Iceland,22/01/2021,Moderna,1265
7122,Iceland,22/01/2021,Oxford/AstraZeneca,1
7123,Iceland,22/01/2021,Pfizer/BioNTech,13522
7124,Iceland,23/01/2021,Johnson&Johnson,0
7125,Iceland,23/01/2021,Moderna,1266
7126,Iceland,23/01/2021,Oxford/AstraZeneca,1
7127,Iceland,23/01/2021,Pfizer/BioNTech,14072
7128,Iceland,24/01/2021,Johnson&Johnson,0
7129,Iceland,24/01/2021,Moderna,1266
7130,Iceland,24/01/2021,Oxford/AstraZeneca,1
7131,Iceland,24/01/2021,Pfizer/BioNTech,14072
7132,Iceland,25/01/2021,Johnson&Johnson,0
7133,Iceland,25/01/2021,Moderna,1267
7134,Iceland,25/01/2021,Oxford/AstraZeneca,2
7135,Iceland,25/01/2021,Pfizer/BioNTech,14229
7136,Iceland,26/01/2021,Johnson&Johnson,0
7137,Iceland,26/01/2021,Moderna,1267
7138,Iceland,26/01/2021,Oxford/AstraZeneca,2
7139,Iceland,26/01/2021,Pfizer/BioNTech,14336
7140,Iceland,27/01/2021,Johnson&Johnson,0
7141,Iceland,27/01/2021,Moderna,1267
7142,Iceland,27/01/2021,Oxford/AstraZeneca,2
7143,Iceland,27/01/2021,Pfizer/BioNTech,14351
7144,Iceland,28/01/2021,Johnson&Johnson,0
7145,Iceland,28/01/2021,Moderna,1267
7146,Iceland,28/01/2021,Oxford/AstraZeneca,2
7147,Iceland,28/01/2021,Pfizer/BioNTech,14353
7148,Iceland,29/01/2021,Johnson&Johnson,0
7149,Iceland,29/01/2021,Moderna,1267
7150,Iceland,29/01/2021,Oxford/AstraZeneca,2
7151,Iceland,29/01/2021,Pfizer/BioNTech,14356
7152,Iceland,30/01/2021,Johnson&Johnson,0
7153,Iceland,30/01/2021,Moderna,1267
7154,Iceland,30/01/2021,Oxford/AstraZeneca,2
7155,Iceland,30/01/2021,Pfizer/BioNTech,14356
7156,Iceland,31/01/2021,Johnson&Johnson,0
7157,Iceland,31/01/2021,Moderna,1267
7158,Iceland,31/01/2021,Oxford/AstraZeneca,2
7159,Iceland,31/01/2021,Pfizer/BioNTech,14356
7160,Iceland,1/02/2021,Johnson&Johnson,0
7161,Iceland,1/02/2021,Moderna,1267
7162,Iceland,1/02/2021,Oxford/AstraZeneca,2
7163,Iceland,1/02/2021,Pfizer/BioNTech,14793
7164,Iceland,2/02/2021,Johnson&Johnson,0
7165,Iceland,2/02/2021,Moderna,1269
7166,Iceland,2/02/2021,Oxford/AstraZeneca,2
7167,Iceland,2/02/2021,Pfizer/BioNTech,15808
7168,Iceland,3/02/2021,Johnson&Johnson,0
7169,Iceland,3/02/2021,Moderna,1269
7170,Iceland,3/02/2021,Oxford/AstraZeneca,2
7171,Iceland,3/02/2021,Pfizer/BioNTech,16337
7172,Iceland,4/02/2021,Johnson&Johnson,0
7173,Iceland,4/02/2021,Moderna,1269
7174,Iceland,4/02/2021,Oxford/AstraZeneca,2
7175,Iceland,4/02/2021,Pfizer/BioNTech,16376
