ID,location,date,vaccine,total_vaccinations
17100,European Union,14/01/2021,Sinopharm/Beijing,0
17101,European Union,14/01/2021,Sinovac,0
17102,European Union,14/01/2021,Sputnik V,0
17103,European Union,15/01/2021,Johnson&Johnson,51
17104,European Union,15/01/2021,Moderna,36677
17105,European Union,15/01/2021,Oxford/AstraZeneca,383
17106,European Union,15/01/2021,Pfizer/BioNTech,5671570
17107,European Union,15/01/2021,Sinopharm/Beijing,1
17108,European Union,15/01/2021,Sinovac,0
17109,European Union,15/01/2021,Sputnik V,0
17110,European Union,16/01/2021,Johnson&Johnson,52
17111,European Union,16/01/2021,Moderna,40048
17112,European Union,16/01/2021,Oxford/AstraZeneca,387
17113,European Union,16/01/2021,Pfizer/BioNTech,5828624
17114,European Union,16/01/2021,Sinopharm/Beijing,1
17115,European Union,16/01/2021,Sinovac,0
17116,European Union,16/01/2021,Sputnik V,0
17117,European Union,17/01/2021,Johnson&Johnson,53
17118,European Union,17/01/2021,Moderna,41872
17119,European Union,17/01/2021,Oxford/AstraZeneca,391
17120,European Union,17/01/2021,Pfizer/BioNTech,5934306
17121,European Union,17/01/2021,Sinopharm/Beijing,1
17122,European Union,17/01/2021,Sinovac,0
17123,European Union,17/01/2021,Sputnik V,0
17124,European Union,18/01/2021,Johnson&Johnson,53
17125,European Union,18/01/2021,Moderna,50767
17126,European Union,18/01/2021,Oxford/AstraZeneca,397
17127,European Union,18/01/2021,Pfizer/BioNTech,6183700
17128,European Union,18/01/2021,Sinopharm/Beijing,1
17129,European Union,18/01/2021,Sinovac,0
17130,European Union,18/01/2021,Sputnik V,0
17131,European Union,19/01/2021,Johnson&Johnson,53
17132,European Union,19/01/2021,Moderna,62409
17133,European Union,19/01/2021,Oxford/AstraZeneca,450
17134,European Union,19/01/2021,Pfizer/BioNTech,6505939
17135,European Union,19/01/2021,Sinopharm/Beijing,1
17136,European Union,19/01/2021,Sinovac,0
17137,European Union,19/01/2021,Sputnik V,0
17138,European Union,20/01/2021,Johnson&Johnson,53
17139,European Union,20/01/2021,Moderna,75569
17140,European Union,20/01/2021,Oxford/AstraZeneca,455
17141,European Union,20/01/2021,Pfizer/BioNTech,6848841
17142,European Union,20/01/2021,Sinopharm/Beijing,1
17143,European Union,20/01/2021,Sinovac,0
17144,European Union,20/01/2021,Sputnik V,0
17145,European Union,21/01/2021,Johnson&Johnson,53
17146,European Union,21/01/2021,Moderna,87647
17147,European Union,21/01/2021,Oxford/AstraZeneca,457
17148,European Union,21/01/2021,Pfizer/BioNTech,7193304
17149,European Union,21/01/2021,Sinopharm/Beijing,1
17150,European Union,21/01/2021,Sinovac,0
17151,European Union,21/01/2021,Sputnik V,0
17152,European Union,22/01/2021,Johnson&Johnson,55
17153,European Union,22/01/2021,Moderna,136637
17154,European Union,22/01/2021,Oxford/AstraZeneca,701
17155,European Union,22/01/2021,Pfizer/BioNTech,8909667
17156,European Union,22/01/2021,Sinopharm/Beijing,2
17157,European Union,22/01/2021,Sinovac,0
17158,European Union,22/01/2021,Sputnik V,0
17159,European Union,23/01/2021,Johnson&Johnson,55
17160,European Union,23/01/2021,Moderna,139920
17161,European Union,23/01/2021,Oxford/AstraZeneca,708
17162,European Union,23/01/2021,Pfizer/BioNTech,9107837
17163,European Union,23/01/2021,Sinopharm/Beijing,2
17164,European Union,23/01/2021,Sinovac,0
17165,European Union,23/01/2021,Sputnik V,0
17166,European Union,24/01/2021,Johnson&Johnson,55
17167,European Union,24/01/2021,Moderna,141184
17168,European Union,24/01/2021,Oxford/AstraZeneca,712
17169,European Union,24/01/2021,Pfizer/BioNTech,9228275
17170,European Union,24/01/2021,Sinopharm/Beijing,2
17171,European Union,24/01/2021,Sinovac,0
17172,European Union,24/01/2021,Sputnik V,0
17173,European Union,25/01/2021,Johnson&Johnson,55
17174,European Union,25/01/2021,Moderna,147273
17175,European Union,25/01/2021,Oxford/AstraZeneca,717
17176,European Union,25/01/2021,Pfizer/BioNTech,9512808
17177,European Union,25/01/2021,Sinopharm/Beijing,3
17178,European Union,25/01/2021,Sinovac,0
17179,European Union,25/01/2021,Sputnik V,0
17180,European Union,26/01/2021,Johnson&Johnson,55
17181,European Union,26/01/2021,Moderna,153596
17182,European Union,26/01/2021,Oxford/AstraZeneca,725
17183,European Union,26/01/2021,Pfizer/BioNTech,9847291
17184,European Union,26/01/2021,Sinopharm/Beijing,3
17185,European Union,26/01/2021,Sinovac,0
17186,European Union,26/01/2021,Sputnik V,0
17187,European Union,27/01/2021,Johnson&Johnson,56
17188,European Union,27/01/2021,Moderna,159989
17189,European Union,27/01/2021,Oxford/AstraZeneca,734
17190,European Union,27/01/2021,Pfizer/BioNTech,10190074
17191,European Union,27/01/2021,Sinopharm/Beijing,3
17192,European Union,27/01/2021,Sinovac,0
17193,European Union,27/01/2021,Sputnik V,0
17194,European Union,28/01/2021,Johnson&Johnson,57
17195,European Union,28/01/2021,Moderna,166270
17196,European Union,28/01/2021,Oxford/AstraZeneca,739
17197,European Union,28/01/2021,Pfizer/BioNTech,10560838
17198,European Union,28/01/2021,Sinopharm/Beijing,3
17199,European Union,28/01/2021,Sinovac,0
17200,European Union,28/01/2021,Sputnik V,0
17201,European Union,29/01/2021,Johnson&Johnson,59
17202,European Union,29/01/2021,Moderna,199580
17203,European Union,29/01/2021,Oxford/AstraZeneca,1003
17204,European Union,29/01/2021,Pfizer/BioNTech,12709107
17205,European Union,29/01/2021,Sinopharm/Beijing,3
17206,European Union,29/01/2021,Sinovac,0
17207,European Union,29/01/2021,Sputnik V,0
17208,European Union,30/01/2021,Johnson&Johnson,61
17209,European Union,30/01/2021,Moderna,202057
17210,European Union,30/01/2021,Oxford/AstraZeneca,1012
17211,European Union,30/01/2021,Pfizer/BioNTech,12945553
17212,European Union,30/01/2021,Sinopharm/Beijing,3
17213,European Union,30/01/2021,Sinovac,0
17214,European Union,30/01/2021,Sputnik V,0
17215,European Union,31/01/2021,Johnson&Johnson,61
17216,European Union,31/01/2021,Moderna,202680
17217,European Union,31/01/2021,Oxford/AstraZeneca,1021
17218,European Union,31/01/2021,Pfizer/BioNTech,13089684
17219,European Union,31/01/2021,Sinopharm/Beijing,3
17220,European Union,31/01/2021,Sinovac,0
17221,European Union,31/01/2021,Sputnik V,0
17222,European Union,1/02/2021,Johnson&Johnson,61
17223,European Union,1/02/2021,Moderna,209046
17224,European Union,1/02/2021,Oxford/AstraZeneca,1079
17225,European Union,1/02/2021,Pfizer/BioNTech,13405125
17226,European Union,1/02/2021,Sinopharm/Beijing,3
17227,European Union,1/02/2021,Sinovac,0
17228,European Union,1/02/2021,Sputnik V,0
17229,European Union,2/02/2021,Johnson&Johnson,62
17230,European Union,2/02/2021,Moderna,218188
17231,European Union,2/02/2021,Oxford/AstraZeneca,1128
17232,European Union,2/02/2021,Pfizer/BioNTech,13766531
17233,European Union,2/02/2021,Sinopharm/Beijing,3
17234,European Union,2/02/2021,Sinovac,0
17235,European Union,2/02/2021,Sputnik V,0
17236,European Union,3/02/2021,Johnson&Johnson,62
17237,European Union,3/02/2021,Moderna,232108
17238,European Union,3/02/2021,Oxford/AstraZeneca,1155
17239,European Union,3/02/2021,Pfizer/BioNTech,14164297
17240,European Union,3/02/2021,Sinopharm/Beijing,3
17241,European Union,3/02/2021,Sinovac,0
17242,European Union,3/02/2021,Sputnik V,0
17243,European Union,4/02/2021,Johnson&Johnson,65
17244,European Union,4/02/2021,Moderna,252224
17245,European Union,4/02/2021,Oxford/AstraZeneca,1165
17246,European Union,4/02/2021,Pfizer/BioNTech,14560273
17247,European Union,4/02/2021,Sinopharm/Beijing,3
17248,European Union,4/02/2021,Sinovac,0
17249,European Union,4/02/2021,Sputnik V,0
17250,European Union,5/02/2021,Johnson&Johnson,76
17251,European Union,5/02/2021,Moderna,352071
17252,European Union,5/02/2021,Oxford/AstraZeneca,1470
17253,European Union,5/02/2021,Pfizer/BioNTech,16948953
17254,European Union,5/02/2021,Sinopharm/Beijing,4
17255,European Union,5/02/2021,Sinovac,0
17256,European Union,5/02/2021,Sputnik V,0
17257,European Union,6/02/2021,Johnson&Johnson,77
17258,European Union,6/02/2021,Moderna,367215
17259,European Union,6/02/2021,Oxford/AstraZeneca,2468
17260,European Union,6/02/2021,Pfizer/BioNTech,17160216
17261,European Union,6/02/2021,Sinopharm/Beijing,4
17262,European Union,6/02/2021,Sinovac,0
17263,European Union,6/02/2021,Sputnik V,0
17264,European Union,7/02/2021,Johnson&Johnson,79
17265,European Union,7/02/2021,Moderna,378746
17266,European Union,7/02/2021,Oxford/AstraZeneca,3858
17267,European Union,7/02/2021,Pfizer/BioNTech,17272095
17268,European Union,7/02/2021,Sinopharm/Beijing,4
17269,European Union,7/02/2021,Sinovac,0
17270,European Union,7/02/2021,Sputnik V,0
17271,European Union,8/02/2021,Johnson&Johnson,82
17272,European Union,8/02/2021,Moderna,398120
17273,European Union,8/02/2021,Oxford/AstraZeneca,6611
17274,European Union,8/02/2021,Pfizer/BioNTech,17569284
17275,European Union,8/02/2021,Sinopharm/Beijing,4
17276,European Union,8/02/2021,Sinovac,0
17277,European Union,8/02/2021,Sputnik V,0
17278,European Union,9/02/2021,Johnson&Johnson,82
17279,European Union,9/02/2021,Moderna,420004
17280,European Union,9/02/2021,Oxford/AstraZeneca,13556
17281,European Union,9/02/2021,Pfizer/BioNTech,17935543
17282,European Union,9/02/2021,Sinopharm/Beijing,4
17283,European Union,9/02/2021,Sinovac,0
17284,European Union,9/02/2021,Sputnik V,0
17285,European Union,10/02/2021,Johnson&Johnson,83
17286,European Union,10/02/2021,Moderna,442489
17287,European Union,10/02/2021,Oxford/AstraZeneca,31848
17288,European Union,10/02/2021,Pfizer/BioNTech,18330122
17289,European Union,10/02/2021,Sinopharm/Beijing,4
17290,European Union,10/02/2021,Sinovac,0
17291,European Union,10/02/2021,Sputnik V,0
17292,European Union,11/02/2021,Johnson&Johnson,85
17293,European Union,11/02/2021,Moderna,470521
17294,European Union,11/02/2021,Oxford/AstraZeneca,65975
17295,European Union,11/02/2021,Pfizer/BioNTech,18735692
17296,European Union,11/02/2021,Sinopharm/Beijing,4
17297,European Union,11/02/2021,Sinovac,0
17298,European Union,11/02/2021,Sputnik V,0
17299,European Union,12/02/2021,Johnson&Johnson,89
17300,European Union,12/02/2021,Moderna,626843
17301,European Union,12/02/2021,Oxford/AstraZeneca,275271
17302,European Union,12/02/2021,Pfizer/BioNTech,20959460
17303,European Union,12/02/2021,Sinopharm/Beijing,4
17304,European Union,12/02/2021,Sinovac,0
17305,European Union,12/02/2021,Sputnik V,2385
17306,European Union,13/02/2021,Johnson&Johnson,90
17307,European Union,13/02/2021,Moderna,641338
17308,European Union,13/02/2021,Oxford/AstraZeneca,298291
17309,European Union,13/02/2021,Pfizer/BioNTech,21164087
17310,European Union,13/02/2021,Sinopharm/Beijing,4
17311,European Union,13/02/2021,Sinovac,0
17312,European Union,13/02/2021,Sputnik V,2385
17313,European Union,14/02/2021,Johnson&Johnson,92
17314,European Union,14/02/2021,Moderna,648947
17315,European Union,14/02/2021,Oxford/AstraZeneca,313868
17316,European Union,14/02/2021,Pfizer/BioNTech,21280469
17317,European Union,14/02/2021,Sinopharm/Beijing,5
17318,European Union,14/02/2021,Sinovac,0
17319,European Union,14/02/2021,Sputnik V,2385
17320,European Union,15/02/2021,Johnson&Johnson,103
17321,European Union,15/02/2021,Moderna,669605
17322,European Union,15/02/2021,Oxford/AstraZeneca,354895
17323,European Union,15/02/2021,Pfizer/BioNTech,21575006
17324,European Union,15/02/2021,Sinopharm/Beijing,6
17325,European Union,15/02/2021,Sinovac,0
17326,European Union,15/02/2021,Sputnik V,2385
17327,European Union,16/02/2021,Johnson&Johnson,104
17328,European Union,16/02/2021,Moderna,697285
17329,European Union,16/02/2021,Oxford/AstraZeneca,405426
17330,European Union,16/02/2021,Pfizer/BioNTech,21910152
17331,European Union,16/02/2021,Sinopharm/Beijing,6
17332,European Union,16/02/2021,Sinovac,0
17333,European Union,16/02/2021,Sputnik V,2385
17334,European Union,17/02/2021,Johnson&Johnson,105
17335,European Union,17/02/2021,Moderna,729995
17336,European Union,17/02/2021,Oxford/AstraZeneca,463274
17337,European Union,17/02/2021,Pfizer/BioNTech,22267961
17338,European Union,17/02/2021,Sinopharm/Beijing,6
17339,European Union,17/02/2021,Sinovac,0
17340,European Union,17/02/2021,Sputnik V,2385
17341,European Union,18/02/2021,Johnson&Johnson,110
17342,European Union,18/02/2021,Moderna,760832
17343,European Union,18/02/2021,Oxford/AstraZeneca,531698
17344,European Union,18/02/2021,Pfizer/BioNTech,22652877
17345,European Union,18/02/2021,Sinopharm/Beijing,6
17346,European Union,18/02/2021,Sinovac,0
17347,European Union,18/02/2021,Sputnik V,2385
17348,European Union,19/02/2021,Johnson&Johnson,114
17349,European Union,19/02/2021,Moderna,968037
17350,European Union,19/02/2021,Oxford/AstraZeneca,1170547
17351,European Union,19/02/2021,Pfizer/BioNTech,24866354
17352,European Union,19/02/2021,Sinopharm/Beijing,6
17353,European Union,19/02/2021,Sinovac,0
17354,European Union,19/02/2021,Sputnik V,18484
17355,European Union,20/02/2021,Johnson&Johnson,116
17356,European Union,20/02/2021,Moderna,982611
17357,European Union,20/02/2021,Oxford/AstraZeneca,1225063
17358,European Union,20/02/2021,Pfizer/BioNTech,25071692
17359,European Union,20/02/2021,Sinopharm/Beijing,6
17360,European Union,20/02/2021,Sinovac,0
17361,European Union,20/02/2021,Sputnik V,18484
17362,European Union,21/02/2021,Johnson&Johnson,117
17363,European Union,21/02/2021,Moderna,992276
17364,European Union,21/02/2021,Oxford/AstraZeneca,1261524
17365,European Union,21/02/2021,Pfizer/BioNTech,25203001
17366,European Union,21/02/2021,Sinopharm/Beijing,6
17367,European Union,21/02/2021,Sinovac,1
17368,European Union,21/02/2021,Sputnik V,18484
17369,European Union,22/02/2021,Johnson&Johnson,118
17370,European Union,22/02/2021,Moderna,1016232
17371,European Union,22/02/2021,Oxford/AstraZeneca,1330926
17372,European Union,22/02/2021,Pfizer/BioNTech,25529990
17373,European Union,22/02/2021,Sinopharm/Beijing,7
17374,European Union,22/02/2021,Sinovac,1
17375,European Union,22/02/2021,Sputnik V,18484
17376,European Union,23/02/2021,Johnson&Johnson,119
17377,European Union,23/02/2021,Moderna,1038643
17378,European Union,23/02/2021,Oxford/AstraZeneca,1410458
17379,European Union,23/02/2021,Pfizer/BioNTech,25894176
17380,European Union,23/02/2021,Sinopharm/Beijing,7
17381,European Union,23/02/2021,Sinovac,1
17382,European Union,23/02/2021,Sputnik V,18484
17383,European Union,24/02/2021,Johnson&Johnson,120
17384,European Union,24/02/2021,Moderna,1062592
17385,European Union,24/02/2021,Oxford/AstraZeneca,1506092
17386,European Union,24/02/2021,Pfizer/BioNTech,26266677
17387,European Union,24/02/2021,Sinopharm/Beijing,7
17388,European Union,24/02/2021,Sinovac,1
17389,European Union,24/02/2021,Sputnik V,18484
17390,European Union,25/02/2021,Johnson&Johnson,120
17391,European Union,25/02/2021,Moderna,1085940
17392,European Union,25/02/2021,Oxford/AstraZeneca,1652655
17393,European Union,25/02/2021,Pfizer/BioNTech,26654954
17394,European Union,25/02/2021,Sinopharm/Beijing,7
17395,European Union,25/02/2021,Sinovac,1
17396,European Union,25/02/2021,Sputnik V,18484
17397,European Union,26/02/2021,Johnson&Johnson,125
17398,European Union,26/02/2021,Moderna,1256999
17399,European Union,26/02/2021,Oxford/AstraZeneca,2891201
17400,European Union,26/02/2021,Pfizer/BioNTech,28985112
17401,European Union,26/02/2021,Sinopharm/Beijing,162084
17402,European Union,26/02/2021,Sinovac,1
17403,European Union,26/02/2021,Sputnik V,19321
17404,European Union,27/02/2021,Johnson&Johnson,126
17405,European Union,27/02/2021,Moderna,1271297
17406,European Union,27/02/2021,Oxford/AstraZeneca,3032864
17407,European Union,27/02/2021,Pfizer/BioNTech,29197746
17408,European Union,27/02/2021,Sinopharm/Beijing,162084
17409,European Union,27/02/2021,Sinovac,1
17410,European Union,27/02/2021,Sputnik V,19321
17411,European Union,28/02/2021,Johnson&Johnson,128
17412,European Union,28/02/2021,Moderna,1278373
17413,European Union,28/02/2021,Oxford/AstraZeneca,3108561
17414,European Union,28/02/2021,Pfizer/BioNTech,29321367
17415,European Union,28/02/2021,Sinopharm/Beijing,162084
17416,European Union,28/02/2021,Sinovac,1
17417,European Union,28/02/2021,Sputnik V,19321
17418,European Union,1/03/2021,Johnson&Johnson,129
17419,European Union,1/03/2021,Moderna,1305956
17420,European Union,1/03/2021,Oxford/AstraZeneca,3242383
17421,European Union,1/03/2021,Pfizer/BioNTech,29669626
17422,European Union,1/03/2021,Sinopharm/Beijing,162084
17423,European Union,1/03/2021,Sinovac,1
17424,European Union,1/03/2021,Sputnik V,19321
17425,European Union,2/03/2021,Johnson&Johnson,129
17426,European Union,2/03/2021,Moderna,1337349
17427,European Union,2/03/2021,Oxford/AstraZeneca,3426768
17428,European Union,2/03/2021,Pfizer/BioNTech,30074110
17429,European Union,2/03/2021,Sinopharm/Beijing,162084
17430,European Union,2/03/2021,Sinovac,1
17431,European Union,2/03/2021,Sputnik V,19321
17432,European Union,3/03/2021,Johnson&Johnson,129
17433,European Union,3/03/2021,Moderna,1378272
17434,European Union,3/03/2021,Oxford/AstraZeneca,3629649
17435,European Union,3/03/2021,Pfizer/BioNTech,30525441
17436,European Union,3/03/2021,Sinopharm/Beijing,162084
17437,European Union,3/03/2021,Sinovac,1
17438,European Union,3/03/2021,Sputnik V,19321
17439,European Union,4/03/2021,Johnson&Johnson,129
17440,European Union,4/03/2021,Moderna,1428212
17441,European Union,4/03/2021,Oxford/AstraZeneca,3884442
17442,European Union,4/03/2021,Pfizer/BioNTech,30984102
17443,European Union,4/03/2021,Sinopharm/Beijing,162084
17444,European Union,4/03/2021,Sinovac,1
17445,European Union,4/03/2021,Sputnik V,19321
17446,European Union,5/03/2021,Johnson&Johnson,164
17447,European Union,5/03/2021,Moderna,1777711
17448,European Union,5/03/2021,Oxford/AstraZeneca,5304077
17449,European Union,5/03/2021,Pfizer/BioNTech,33486350
17450,European Union,5/03/2021,Sinopharm/Beijing,368599
17451,European Union,5/03/2021,Sinovac,1
17452,European Union,5/03/2021,Sputnik V,22756
17453,European Union,6/03/2021,Johnson&Johnson,170
17454,European Union,6/03/2021,Moderna,1816107
17455,European Union,6/03/2021,Oxford/AstraZeneca,5585652
17456,European Union,6/03/2021,Pfizer/BioNTech,33834890
17457,European Union,6/03/2021,Sinopharm/Beijing,368599
17458,European Union,6/03/2021,Sinovac,1
17459,European Union,6/03/2021,Sputnik V,22756
17460,European Union,7/03/2021,Johnson&Johnson,173
17461,European Union,7/03/2021,Moderna,1842432
17462,European Union,7/03/2021,Oxford/AstraZeneca,5749448
17463,European Union,7/03/2021,Pfizer/BioNTech,34079601
17464,European Union,7/03/2021,Sinopharm/Beijing,368599
17465,European Union,7/03/2021,Sinovac,1
17466,European Union,7/03/2021,Sputnik V,22756
17467,European Union,8/03/2021,Johnson&Johnson,180
17468,European Union,8/03/2021,Moderna,1886171
17469,European Union,8/03/2021,Oxford/AstraZeneca,5961225
17470,European Union,8/03/2021,Pfizer/BioNTech,34481156
17471,European Union,8/03/2021,Sinopharm/Beijing,368599
17472,European Union,8/03/2021,Sinovac,1
17473,European Union,8/03/2021,Sputnik V,22756
17474,European Union,9/03/2021,Johnson&Johnson,181
17475,European Union,9/03/2021,Moderna,1938225
17476,European Union,9/03/2021,Oxford/AstraZeneca,6223686
17477,European Union,9/03/2021,Pfizer/BioNTech,34936925
17478,European Union,9/03/2021,Sinopharm/Beijing,368599
17479,European Union,9/03/2021,Sinovac,1
17480,European Union,9/03/2021,Sputnik V,22756
17481,European Union,10/03/2021,Johnson&Johnson,183
17482,European Union,10/03/2021,Moderna,1987096
17483,European Union,10/03/2021,Oxford/AstraZeneca,6509353
17484,European Union,10/03/2021,Pfizer/BioNTech,35445553
17485,European Union,10/03/2021,Sinopharm/Beijing,368599
17486,European Union,10/03/2021,Sinovac,1
17487,European Union,10/03/2021,Sputnik V,22756
17488,European Union,11/03/2021,Johnson&Johnson,187
17489,European Union,11/03/2021,Moderna,2039695
17490,European Union,11/03/2021,Oxford/AstraZeneca,6853607
17491,European Union,11/03/2021,Pfizer/BioNTech,35969340
17492,European Union,11/03/2021,Sinopharm/Beijing,368599
17493,European Union,11/03/2021,Sinovac,1
17494,European Union,11/03/2021,Sputnik V,22756
17495,European Union,12/03/2021,Johnson&Johnson,251
17496,European Union,12/03/2021,Moderna,2339901
17497,European Union,12/03/2021,Oxford/AstraZeneca,8543859
17498,European Union,12/03/2021,Pfizer/BioNTech,38562127
17499,European Union,12/03/2021,Sinopharm/Beijing,492390
17500,European Union,12/03/2021,Sinovac,1
17501,European Union,12/03/2021,Sputnik V,54724
17502,European Union,13/03/2021,Johnson&Johnson,253
17503,European Union,13/03/2021,Moderna,2378108
17504,European Union,13/03/2021,Oxford/AstraZeneca,8868171
17505,European Union,13/03/2021,Pfizer/BioNTech,38931830
17506,European Union,13/03/2021,Sinopharm/Beijing,492390
17507,European Union,13/03/2021,Sinovac,1
17508,European Union,13/03/2021,Sputnik V,54724
17509,European Union,14/03/2021,Johnson&Johnson,255
17510,European Union,14/03/2021,Moderna,2399969
17511,European Union,14/03/2021,Oxford/AstraZeneca,9006056
17512,European Union,14/03/2021,Pfizer/BioNTech,39170970
17513,European Union,14/03/2021,Sinopharm/Beijing,492390
17514,European Union,14/03/2021,Sinovac,2
17515,European Union,14/03/2021,Sputnik V,54724
17516,European Union,15/03/2021,Johnson&Johnson,260
17517,European Union,15/03/2021,Moderna,2451509
17518,European Union,15/03/2021,Oxford/AstraZeneca,9211460
17519,European Union,15/03/2021,Pfizer/BioNTech,39618937
17520,European Union,15/03/2021,Sinopharm/Beijing,492391
17521,European Union,15/03/2021,Sinovac,2
17522,European Union,15/03/2021,Sputnik V,54724
17523,European Union,16/03/2021,Johnson&Johnson,276
17524,European Union,16/03/2021,Moderna,2517613
17525,European Union,16/03/2021,Oxford/AstraZeneca,9229759
17526,European Union,16/03/2021,Pfizer/BioNTech,40144216
17527,European Union,16/03/2021,Sinopharm/Beijing,492391
17528,European Union,16/03/2021,Sinovac,2
17529,European Union,16/03/2021,Sputnik V,54724
17530,European Union,17/03/2021,Johnson&Johnson,286
17531,European Union,17/03/2021,Moderna,2588350
17532,European Union,17/03/2021,Oxford/AstraZeneca,9246940
17533,European Union,17/03/2021,Pfizer/BioNTech,40718834
17534,European Union,17/03/2021,Sinopharm/Beijing,492391
17535,European Union,17/03/2021,Sinovac,2
17536,European Union,17/03/2021,Sputnik V,54724
17537,European Union,18/03/2021,Johnson&Johnson,298
17538,European Union,18/03/2021,Moderna,2661533
17539,European Union,18/03/2021,Oxford/AstraZeneca,9265912
17540,European Union,18/03/2021,Pfizer/BioNTech,41298531
17541,European Union,18/03/2021,Sinopharm/Beijing,492392
17542,European Union,18/03/2021,Sinovac,2
17543,European Union,18/03/2021,Sputnik V,54724
17544,European Union,19/03/2021,Johnson&Johnson,385
17545,European Union,19/03/2021,Moderna,3062829
17546,European Union,19/03/2021,Oxford/AstraZeneca,9995926
17547,European Union,19/03/2021,Pfizer/BioNTech,44163548
17548,European Union,19/03/2021,Sinopharm/Beijing,505071
17549,European Union,19/03/2021,Sinovac,2
17550,European Union,19/03/2021,Sputnik V,143314
17551,European Union,20/03/2021,Johnson&Johnson,390
17552,European Union,20/03/2021,Moderna,3123443
17553,European Union,20/03/2021,Oxford/AstraZeneca,10193085
17554,European Union,20/03/2021,Pfizer/BioNTech,44548882
17555,European Union,20/03/2021,Sinopharm/Beijing,505071
17556,European Union,20/03/2021,Sinovac,2
17557,European Union,20/03/2021,Sputnik V,143314
17558,European Union,21/03/2021,Johnson&Johnson,396
17559,European Union,21/03/2021,Moderna,3164748
17560,European Union,21/03/2021,Oxford/AstraZeneca,10305144
17561,European Union,21/03/2021,Pfizer/BioNTech,44796425
17562,European Union,21/03/2021,Sinopharm/Beijing,505072
17563,European Union,21/03/2021,Sinovac,2
17564,European Union,21/03/2021,Sputnik V,143314
17565,European Union,22/03/2021,Johnson&Johnson,399
17566,European Union,22/03/2021,Moderna,3230401
17567,European Union,22/03/2021,Oxford/AstraZeneca,10509111
17568,European Union,22/03/2021,Pfizer/BioNTech,45283313
17569,European Union,22/03/2021,Sinopharm/Beijing,505072
17570,European Union,22/03/2021,Sinovac,2
17571,European Union,22/03/2021,Sputnik V,143314
17572,European Union,23/03/2021,Johnson&Johnson,406
17573,European Union,23/03/2021,Moderna,3300214
17574,European Union,23/03/2021,Oxford/AstraZeneca,10794216
17575,European Union,23/03/2021,Pfizer/BioNTech,45852031
17576,European Union,23/03/2021,Sinopharm/Beijing,505072
17577,European Union,23/03/2021,Sinovac,2
17578,European Union,23/03/2021,Sputnik V,143314
17579,European Union,24/03/2021,Johnson&Johnson,410
17580,European Union,24/03/2021,Moderna,3387781
17581,European Union,24/03/2021,Oxford/AstraZeneca,11089194
17582,European Union,24/03/2021,Pfizer/BioNTech,46475286
17583,European Union,24/03/2021,Sinopharm/Beijing,505072
17584,European Union,24/03/2021,Sinovac,2
17585,European Union,24/03/2021,Sputnik V,143314
17586,European Union,25/03/2021,Johnson&Johnson,412
17587,European Union,25/03/2021,Moderna,3475463
17588,European Union,25/03/2021,Oxford/AstraZeneca,11460428
17589,European Union,25/03/2021,Pfizer/BioNTech,47115594
17590,European Union,25/03/2021,Sinopharm/Beijing,505072
17591,European Union,25/03/2021,Sinovac,2
17592,European Union,25/03/2021,Sputnik V,143314
17593,European Union,26/03/2021,Johnson&Johnson,468
17594,European Union,26/03/2021,Moderna,3967153
17595,European Union,26/03/2021,Oxford/AstraZeneca,13318233
17596,European Union,26/03/2021,Pfizer/BioNTech,50431620
17597,European Union,26/03/2021,Sinopharm/Beijing,687333
17598,European Union,26/03/2021,Sinovac,2
17599,European Union,26/03/2021,Sputnik V,233879
17600,European Union,27/03/2021,Johnson&Johnson,475
17601,European Union,27/03/2021,Moderna,4047476
17602,European Union,27/03/2021,Oxford/AstraZeneca,13568883
17603,European Union,27/03/2021,Pfizer/BioNTech,50907521
17604,European Union,27/03/2021,Sinopharm/Beijing,687333
17605,European Union,27/03/2021,Sinovac,2
17606,European Union,27/03/2021,Sputnik V,233879
17607,European Union,28/03/2021,Johnson&Johnson,476
17608,European Union,28/03/2021,Moderna,4099884
17609,European Union,28/03/2021,Oxford/AstraZeneca,13702261
17610,European Union,28/03/2021,Pfizer/BioNTech,51209354
17611,European Union,28/03/2021,Sinopharm/Beijing,687333
17612,European Union,28/03/2021,Sinovac,2
17613,European Union,28/03/2021,Sputnik V,233879
17614,European Union,29/03/2021,Johnson&Johnson,478
17615,European Union,29/03/2021,Moderna,4183521
17616,European Union,29/03/2021,Oxford/AstraZeneca,13934471
17617,European Union,29/03/2021,Pfizer/BioNTech,51794614
17618,European Union,29/03/2021,Sinopharm/Beijing,687334
17619,European Union,29/03/2021,Sinovac,2
17620,European Union,29/03/2021,Sputnik V,233879
17621,European Union,30/03/2021,Johnson&Johnson,485
17622,European Union,30/03/2021,Moderna,4282330
17623,European Union,30/03/2021,Oxford/AstraZeneca,14204643
17624,European Union,30/03/2021,Pfizer/BioNTech,52496139
17625,European Union,30/03/2021,Sinopharm/Beijing,687335
17626,European Union,30/03/2021,Sinovac,2
17627,European Union,30/03/2021,Sputnik V,233879
17628,European Union,31/03/2021,Johnson&Johnson,511
17629,European Union,31/03/2021,Moderna,4392994
17630,European Union,31/03/2021,Oxford/AstraZeneca,14407697
17631,European Union,31/03/2021,Pfizer/BioNTech,53276154
17632,European Union,31/03/2021,Sinopharm/Beijing,687335
17633,European Union,31/03/2021,Sinovac,2
17634,European Union,31/03/2021,Sputnik V,233879
